łom,ok,skrzynia
osełka,ok,skrzynia
nóż tapeciarski,2x,skrzynia
obuch,ok,skrzynia
młotek,ok,skrzynia
FatMax,ok,skrzynia
FatMax,ok,skrzynia
Miara Stanley 5m,ok,skrzynia
Siekierka,ok,skrzynia
Siekierka,ok,skrzynia
Młotek 700g,ok,skrzynia
Młotek 1000g,ok,skrzynia
